date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1990-03-17,Belgium,England,0,3,UEFA Euro qualification,Ypres,Belgium,False
1990-03-19,Northern Ireland,Netherlands,0,6,UEFA Euro qualification,Belfast,Northern Ireland,False
1990-04-07,England,Belgium,1,0,UEFA Euro qualification,Sheffield,England,False
1990-04-07,Switzerland,Italy,0,4,UEFA Euro qualification,Lugano,Switzerland,False
1990-04-11,Bulgaria,Germany,1,4,UEFA Euro qualification,Sofia,Bulgaria,False
1990-04-28,Denmark,Italy,1,0,UEFA Euro qualification,Vejle,Denmark,False
1990-04-29,Republic of Ireland,Netherlands,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,False
1990-04-29,Czechoslovakia,Germany,0,1,UEFA Euro qualification,Frýdek-Místek,Czechoslovakia,False
1990-05-02,Switzerland,Spain,2,1,UEFA Euro qualification,Binningen,Switzerland,False
1990-05-12,Finland,Belgium,3,0,UEFA Euro qualification,Espoo,Finland,False
1990-05-13,France,Sweden,0,2,UEFA Euro qualification,Melun,France,False
1990-05-23,Denmark,Switzerland,4,0,UEFA Euro qualification,Vejle,Denmark,False
1990-05-26,Hungary,Czechoslovakia,2,0,UEFA Euro qualification,Hungary,Hungary,False
1990-05-27,Norway,England,2,0,UEFA Euro qualification,Klepp,Norway,False
1990-06-09,Hungary,Bulgaria,2,0,UEFA Euro qualification,Hungary,Hungary,False
1990-06-10,Poland,Sweden,0,2,UEFA Euro qualification,Gorzów,Poland,False
1990-06-13,Norway,Finland,4,0,UEFA Euro qualification,Porsgrunn,Norway,False
1990-06-13,Denmark,Spain,5,0,UEFA Euro qualification,Vejle,Denmark,False
1990-09-02,England,Norway,0,0,UEFA Euro qualification,Manchester,England,False
1990-09-22,Netherlands,Northern Ireland,9,0,UEFA Euro qualification,Kaatsheuvel,Netherlands,False
1990-09-26,Germany,Bulgaria,4,0,UEFA Euro qualification,Düsseldorf,Germany,False
1990-09-27,Belgium,Norway,0,1,UEFA Euro qualification,Kapellen,Belgium,False
1990-09-29,France,Poland,2,0,UEFA Euro qualification,Metz,France,False
1990-09-29,Finland,England,0,0,UEFA Euro qualification,Tampere,Finland,False
1990-09-29,Czechoslovakia,Hungary,3,0,UEFA Euro qualification,Czechoslovakia,Czechoslovakia,False
1990-10-06,Italy,Denmark,1,1,UEFA Euro qualification,Oristano,Italy,False
1990-10-07,Republic of Ireland,Northern Ireland,4,0,UEFA Euro qualification,Dublin,Republic of Ireland,False
1990-10-13,Belgium,Finland,1,0,UEFA Euro qualification,Brussels,Belgium,False
1990-10-14,Sweden,France,4,1,UEFA Euro qualification,Mariestad,Sweden,False
1990-10-14,Hungary,Germany,0,4,UEFA Euro qualification,Sopron,Hungary,False
1990-10-14,Bulgaria,Czechoslovakia,2,3,UEFA Euro qualification,Bulgaria,Bulgaria,False
1990-10-21,Spain,Italy,0,0,UEFA Euro qualification,Cartagena,Spain,False
1990-11-14,Norway,Hungary,2,1,UEFA Euro qualification,Kristiansand,Norway,False
1990-11-18,Sweden,Italy,1,1,UEFA Euro qualification,Malmö,Sweden,False
1990-11-24,Denmark,Netherlands,0,0,UEFA Euro qualification,Vejle,Denmark,False
1990-11-25,England,Germany,1,4,UEFA Euro qualification,Wycombe,England,False
1990-11-25,Hungary,Norway,0,2,UEFA Euro qualification,Budapest,Hungary,False
1990-12-08,Italy,Sweden,0,0,UEFA Euro qualification,Castellammare di Stabia,Italy,False
1990-12-08,Netherlands,Denmark,0,1,UEFA Euro qualification,Denekamp,Netherlands,False
1990-12-16,Germany,England,2,0,UEFA Euro qualification,Bochum,Germany,False
1991-02-16,Nigeria,Ghana,5,1,African Championship,Lagos,Nigeria,False
1991-03-03,Ghana,Nigeria,1,2,African Championship,Accra,Ghana,False
1991-04-16,Canada,Costa Rica,6,0,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-17,Haiti,Jamaica,1,0,CONCACAF Championship,Port-au-Prince,Haiti,False
1991-04-18,United States,Mexico,12,0,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-18,Martinique,Trinidad and Tobago,1,1,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-19,Canada,Jamaica,9,0,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-19,Haiti,Costa Rica,4,0,CONCACAF Championship,Port-au-Prince,Haiti,False
1991-04-20,Trinidad and Tobago,Mexico,3,1,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-20,United States,Martinique,12,0,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-21,Jamaica,Costa Rica,1,2,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-21,Haiti,Canada,0,2,CONCACAF Championship,Port-au-Prince,Haiti,False
1991-04-22,Martinique,Mexico,1,8,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-22,United States,Trinidad and Tobago,10,0,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-24,Canada,Trinidad and Tobago,6,0,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-04-25,Haiti,United States,0,10,CONCACAF Championship,Port-au-Prince,Haiti,False
1991-04-27,Haiti,Trinidad and Tobago,2,4,CONCACAF Championship,Port-au-Prince,Haiti,False
1991-04-28,Brazil,Chile,6,1,Copa América,Maringá,Brazil,False
1991-04-28,Canada,United States,0,5,CONCACAF Championship,Port-au-Prince,Haiti,True
1991-05-01,Chile,Venezuela,1,0,Copa América,Maringá,Brazil,True
1991-05-04,Nigeria,Guinea,3,0,African Championship,Lagos,Nigeria,False
1991-05-05,Brazil,Venezuela,6,11,Copa América,Maringá,Brazil,False
1991-05-19,Guinea,Nigeria,0,4,African Championship,Conakry,Guinea,False
1991-05-19,New Zealand,Papua New Guinea,16,0,OFC Championship,Sydney,Australia,True
1991-05-20,Australia,New Zealand,0,1,OFC Championship,Sydney,Australia,False
1991-05-21,Australia,Papua New Guinea,12,0,OFC Championship,Sydney,Australia,False
1991-05-23,Papua New Guinea,New Zealand,0,11,OFC Championship,Sydney,Australia,True
1991-05-24,Australia,New Zealand,1,0,OFC Championship,Sydney,Australia,False
1991-05-25,Australia,Papua New Guinea,8,0,OFC Championship,Sydney,Australia,False
1991-05-26,Hong Kong,Singapore,2,0,AFC Championship,Fukuoka,Japan,True
1991-05-26,Japan,North Korea,1,0,AFC Championship,Fukuoka,Japan,False
1991-05-28,Japan,Hong Kong,4,1,AFC Championship,Fukuoka,Japan,False
1991-05-28,North Korea,Malaysia,12,0,AFC Championship,Fukuoka,Japan,True
1991-05-29,China PR,Taiwan,3,0,AFC Championship,Fukuoka,Japan,True
1991-05-29,Thailand,South Korea,3,0,AFC Championship,Fukuoka,Japan,True
1991-05-30,North Korea,Hong Kong,5,0,AFC Championship,Fukuoka,Japan,True
1991-05-30,Malaysia,Singapore,1,0,AFC Championship,Fukuoka,Japan,True
1991-05-31,Taiwan,South Korea,9,0,AFC Championship,Fukuoka,Japan,True
1991-05-31,China PR,Thailand,10,1,AFC Championship,Fukuoka,Japan,True
1991-06-01,North Korea,Singapore,8,0,AFC Championship,Fukuoka,Japan,True
1991-06-01,Japan,Malaysia,12,0,AFC Championship,Fukuoka,Japan,False
1991-06-02,Taiwan,Thailand,0,0,AFC Championship,Fukuoka,Japan,True
1991-06-02,China PR,South Korea,10,0,AFC Championship,Fukuoka,Japan,True
1991-06-03,Japan,Singapore,10,0,AFC Championship,Fukuoka,Japan,False
1991-06-03,Hong Kong,Malaysia,0,0,AFC Championship,Fukuoka,Japan,True
1991-06-06,China PR,North Korea,1,0,AFC Championship,Fukuoka,Japan,True
1991-06-06,Japan,Taiwan,0,0,AFC Championship,Fukuoka,Japan,False
1991-06-08,Taiwan,North Korea,0,0,AFC Championship,Fukuoka,Japan,True
1991-06-08,Japan,China PR,0,5,AFC Championship,Fukuoka,Japan,False
1991-06-15,Nigeria,Cameroon,2,0,African Championship,Lagos,Nigeria,False
1991-06-30,Cameroon,Nigeria,0,4,African Championship,Yaoundé,Cameroon,False
1991-07-10,Denmark,Norway,0,0,UEFA Euro,Hjørring,Denmark,False
1991-07-11,Germany,Italy,3,0,UEFA Euro,Frederikshavn,Denmark,True
1991-07-14,Denmark,Italy,2,1,UEFA Euro,Aalborg,Denmark,False
1991-07-14,Germany,Norway,3,1,UEFA Euro,Aalborg,Denmark,True
1991-09-21,Finland,Denmark,1,1,UEFA Euro qualification,Tampere,Finland,False
1991-09-29,Switzerland,Norway,0,10,UEFA Euro qualification,Aarau,Switzerland,False
1991-09-29,Poland,Czechoslovakia,1,2,UEFA Euro qualification,Poland,Poland,False
1991-10-06,Russia,Hungary,2,1,UEFA Euro qualification,USSR,Russia,False
1991-10-16,Denmark,France,4,1,UEFA Euro qualification,Aalborg,Denmark,False
1991-10-19,Italy,Poland,3,1,UEFA Euro qualification,Sulmona,Italy,False
1991-10-23,Spain,Sweden,0,4,UEFA Euro qualification,Palencia,Spain,False
1991-10-27,Bulgaria,Hungary,0,1,UEFA Euro qualification,Bulgaria,Bulgaria,False
1991-11-10,Greece,Romania,0,0,UEFA Euro qualification,Greece,Greece,False
1991-11-16,Belgium,Switzerland,0,0,UEFA Euro qualification,Geel,Belgium,False
1991-11-16,China PR,Norway,4,0,FIFA World Cup,Guangzhou,China PR,False
1991-11-17,Denmark,New Zealand,3,0,FIFA World Cup,Guangzhou,China PR,True
1991-11-17,Japan,Brazil,0,1,FIFA World Cup,Foshan,China PR,True
1991-11-17,Sweden,United States,2,3,FIFA World Cup,Guangzhou,China PR,True
1991-11-17,Germany,Nigeria,4,0,FIFA World Cup,Jiangmen,China PR,True
1991-11-17,Taiwan,Italy,0,5,FIFA World Cup,Jiangmen,China PR,True
1991-11-19,Norway,New Zealand,4,0,FIFA World Cup,Guangzhou,China PR,True
1991-11-19,China PR,Denmark,2,2,FIFA World Cup,Guangzhou,China PR,False
1991-11-19,Japan,Sweden,0,8,FIFA World Cup,Foshan,China PR,True
1991-11-19,Brazil,United States,0,5,FIFA World Cup,Guangzhou,China PR,True
1991-11-19,Italy,Nigeria,1,0,FIFA World Cup,Zhongshan,China PR,True
1991-11-19,Taiwan,Germany,0,3,FIFA World Cup,Zhongshan,China PR,True
1991-11-21,China PR,New Zealand,4,1,FIFA World Cup,Foshan,China PR,False
1991-11-21,Norway,Denmark,2,1,FIFA World Cup,Guangzhou,China PR,True
1991-11-21,Japan,United States,0,3,FIFA World Cup,Foshan,China PR,True
1991-11-21,Brazil,Sweden,0,2,FIFA World Cup,Guangzhou,China PR,True
1991-11-21,Taiwan,Nigeria,2,0,FIFA World Cup,Jiangmen,China PR,True
1991-11-21,Italy,Germany,0,2,FIFA World Cup,Zhongshan,China PR,True
1991-11-24,Denmark,Germany,1,2,FIFA World Cup,Zhongshan,China PR,True
1991-11-24,China PR,Sweden,0,1,FIFA World Cup,Guangzhou,China PR,False
1991-11-24,Norway,Italy,3,2,FIFA World Cup,Jiangmen,China PR,True
1991-11-24,United States,Taiwan,7,0,FIFA World Cup,Foshan,China PR,True
1991-11-27,Sweden,Norway,1,4,FIFA World Cup,Guangzhou,China PR,True
1991-11-27,Germany,United States,2,5,FIFA World Cup,Guangzhou,China PR,True
1991-11-29,Sweden,Germany,4,0,FIFA World Cup,Guangzhou,China PR,True
1991-11-30,Norway,United States,1,2,FIFA World Cup,Guangzhou,China PR,True
1991-12-08,Spain,Republic of Ireland,0,1,UEFA Euro qualification,Lucena,Spain,False
1992-03-08,Greece,Netherlands,0,3,UEFA Euro qualification,Komotini,Greece,False
1992-03-22,Republic of Ireland,Spain,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1992-04-04,Netherlands,Greece,2,0,UEFA Euro qualification,Valkenswaard,Netherlands,False
1992-04-11,Switzerland,Belgium,0,1,UEFA Euro qualification,Switzerland,Switzerland,False
1992-04-18,England,Scotland,1,0,UEFA Euro qualification,England,England,False
1992-05-02,France,Denmark,0,4,UEFA Euro qualification,Quimper,France,False
1992-05-09,Finland,France,1,1,UEFA Euro qualification,Turku,Finland,False
1992-05-12,Belgium,Norway,0,0,UEFA Euro qualification,Aalst,Belgium,False
1992-05-17,Denmark,Finland,5,0,UEFA Euro qualification,Hjørring,Denmark,False
1992-05-17,England,Iceland,4,0,UEFA Euro qualification,Yeovil,England,False
1992-05-17,Sweden,Spain,1,1,UEFA Euro qualification,Borås,Sweden,False
1992-05-17,Romania,Greece,1,0,UEFA Euro qualification,Romania,Romania,False
1992-05-17,Hungary,Russia,0,0,UEFA Euro qualification,Hungary,Hungary,False
1992-05-20,Scotland,Iceland,0,0,UEFA Euro qualification,Perth,Scotland,False
1992-05-23,Norway,Switzerland,6,0,UEFA Euro qualification,Modum,Norway,False
1992-05-28,Yugoslavia,Germany,0,3,UEFA Euro qualification,Sofia,Bulgaria,True
1992-05-30,Czechoslovakia,Italy,0,3,UEFA Euro qualification,Púchov,Czechoslovakia,False
1992-05-31,Hungary,Bulgaria,3,0,UEFA Euro qualification,Hungary,Hungary,False
1992-06-03,Netherlands,Romania,1,1,UEFA Euro qualification,Drachten,Netherlands,False
1992-06-07,Republic of Ireland,Sweden,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1992-06-22,Iceland,Scotland,2,1,UEFA Euro qualification,Akranes,Iceland,False
1992-06-28,Czechoslovakia,Poland,3,0,UEFA Euro qualification,Czechoslovakia,Czechoslovakia,False
1992-06-30,Russia,Bulgaria,3,0,UEFA Euro qualification,Russia,Russia,False
1992-07-19,Iceland,England,1,2,UEFA Euro qualification,Kópavogur,Iceland,False
1992-08-23,Scotland,England,0,2,UEFA Euro qualification,Scotland,Scotland,False
1992-09-12,Italy,Czechoslovakia,2,2,UEFA Euro qualification,Jesolo,Italy,False
1992-09-20,Sweden,Republic of Ireland,10,0,UEFA Euro qualification,Borås,Sweden,False
1992-09-23,Romania,Netherlands,0,0,UEFA Euro qualification,Brașov,Romania,False
1992-09-26,Norway,Belgium,8,0,UEFA Euro qualification,Kolbotn,Norway,False
1992-09-27,France,Finland,5,1,UEFA Euro qualification,Albi,France,False
1992-09-27,Poland,Italy,1,4,UEFA Euro qualification,Kraków,Poland,False
1992-09-27,Bulgaria,Russia,1,2,UEFA Euro qualification,Bulgaria,Bulgaria,False
1992-10-10,Norway,Netherlands,3,0,UEFA Euro qualification,Oslo,Norway,False
1992-10-11,Russia,Germany,0,7,UEFA Euro qualification,Moscow,Russia,False
1992-10-13,Sweden,Denmark,1,2,UEFA Euro qualification,Borås,Sweden,False
1992-10-17,Italy,England,3,2,UEFA Euro qualification,Solofra,Italy,False
1992-11-07,England,Italy,0,3,UEFA Euro qualification,Rotherham,England,False
1992-11-07,Denmark,Sweden,1,1,UEFA Euro qualification,Hjørring,Denmark,False
1992-11-07,Netherlands,Norway,0,3,UEFA Euro qualification,Raalte,Netherlands,False
1992-11-14,Germany,Russia,0,0,UEFA Euro qualification,Rheine,Germany,False
1993-06-29,Norway,Denmark,1,0,UEFA Euro,Santa Sofia,Italy,True
1993-06-30,Italy,Germany,1,1,UEFA Euro,Rimini,Italy,False
1993-07-03,Germany,Denmark,1,3,UEFA Euro,Cesenatico,Italy,True
1993-07-04,Italy,Norway,0,1,UEFA Euro,Cesena,Italy,False
1993-08-04,Canada,Trinidad and Tobago,4,0,CONCACAF Invitational Tournament,New Hyde Park,United States,True
1993-08-04,United States,New Zealand,3,0,CONCACAF Invitational Tournament,New Hyde Park,United States,False
1993-08-06,Canada,New Zealand,0,0,CONCACAF Invitational Tournament,New Hyde Park,United States,True
1993-08-06,United States,Trinidad and Tobago,9,0,CONCACAF Invitational Tournament,New Hyde Park,United States,False
1993-08-08,New Zealand,Trinidad and Tobago,7,0,CONCACAF Invitational Tournament,New Hyde Park,United States,True
1993-08-08,United States,Canada,1,0,CONCACAF Invitational Tournament,New Hyde Park,United States,False
1993-08-15,Lithuania,Denmark,0,11,UEFA Euro qualification,Kaunas,Lithuania,False
1993-08-18,Sweden,Latvia,9,0,UEFA Euro qualification,Nynäshamn,Sweden,False
1993-08-29,Ukraine,Russia,0,2,UEFA Euro qualification,Kiev,Ukraine,False
1993-09-04,Norway,Czech Republic,6,1,UEFA Euro qualification,Gvarv,Norway,False
1993-09-10,Lithuania,Bulgaria,0,1,UEFA Euro qualification,Kaunas,Lithuania,False
1993-09-18,Ukraine,Romania,2,2,UEFA Euro qualification,Ukraine,Ukraine,False
1993-09-19,Wales,Switzerland,2,3,UEFA Euro qualification,Wales,Wales,False
1993-09-22,Latvia,Slovakia,0,1,UEFA Euro qualification,Latvia,Latvia,False
1993-09-25,Slovenia,England,0,10,UEFA Euro qualification,Slovenia,Slovenia,False
1993-09-26,Finland,Hungary,1,1,UEFA Euro qualification,Finland,Finland,False
1993-09-26,Iceland,Netherlands,2,1,UEFA Euro qualification,Reykjavík,Iceland,False
1993-09-29,Denmark,Bulgaria,6,1,UEFA Euro qualification,Hjørring,Denmark,False
1993-10-06,Belgium,Slovenia,7,0,UEFA Euro qualification,Lommel,Belgium,False
1993-10-10,Poland,Ukraine,1,3,UEFA Euro qualification,Poland,Poland,False
1993-10-13,Bulgaria,Lithuania,1,1,UEFA Euro qualification,Blagoevgrad,Bulgaria,False
1993-10-13,Slovakia,Sweden,0,2,UEFA Euro qualification,Bratislava,Slovakia,False
1993-10-16,Norway,Hungary,8,0,UEFA Euro qualification,Bergen,Norway,False
1993-10-16,Romania,Russia,2,2,UEFA Euro qualification,Câmpina,Romania,False
1993-10-16,Italy,Scotland,4,0,UEFA Euro qualification,Senigallia,Italy,False
1993-10-24,Switzerland,Germany,0,5,UEFA Euro qualification,Wohlen,Switzerland,False
1993-10-30,Belgium,Spain,0,0,UEFA Euro qualification,Brussels,Belgium,False
1993-11-06,Belgium,England,0,3,UEFA Euro qualification,Koksijde,Belgium,False
1993-11-07,Poland,Romania,0,4,UEFA Euro qualification,Poland,Poland,False
1993-11-10,Switzerland,Croatia,1,2,UEFA Euro qualification,Winterthur,Switzerland,False
1993-11-20,Italy,France,2,0,UEFA Euro qualification,Cosenza,Italy,False
1993-12-03,Malaysia,South Korea,0,4,AFC Championship,Kuching,Malaysia,False
1993-12-03,China PR,North Korea,1,1,AFC Championship,Kuching,Malaysia,True
1993-12-04,Hong Kong,Philippines,5,0,AFC Championship,Kuching,Malaysia,True
1993-12-04,Japan,Taiwan,6,1,AFC Championship,Kuching,Malaysia,True
1993-12-05,China PR,South Korea,6,0,AFC Championship,Kuching,Malaysia,True
1993-12-05,Malaysia,North Korea,0,12,AFC Championship,Kuching,Malaysia,False
1993-12-06,Japan,Philippines,15,0,AFC Championship,Kuching,Malaysia,True
1993-12-06,Taiwan,Hong Kong,2,0,AFC Championship,Kuching,Malaysia,True
1993-12-07,Malaysia,China PR,0,7,AFC Championship,Kuching,Malaysia,False
1993-12-08,North Korea,South Korea,3,0,AFC Championship,Kuching,Malaysia,True
1993-12-08,Japan,Hong Kong,4,0,AFC Championship,Kuching,Malaysia,True
1993-12-08,Taiwan,Philippines,12,0,AFC Championship,Kuching,Malaysia,True
1993-12-10,North Korea,Taiwan,2,0,AFC Championship,Kuching,Malaysia,True
1993-12-10,China PR,Japan,3,1,AFC Championship,Kuching,Malaysia,True
1993-12-11,Portugal,France,0,1,UEFA Euro qualification,Faro,Portugal,False
1993-12-12,Spain,England,0,0,UEFA Euro qualification,Osuna,Spain,False
1993-12-12,Taiwan,Japan,0,3,AFC Championship,Kuching,Malaysia,True
1993-12-12,North Korea,China PR,0,3,AFC Championship,Kuching,Malaysia,True
1994-02-20,England,Spain,0,0,UEFA Euro qualification,Bradford,England,False
1994-02-26,France,Scotland,1,0,UEFA Euro qualification,Ozoir-la-Ferrière,France,False
1994-03-05,Portugal,Italy,1,3,UEFA Euro qualification,Fiães,Portugal,False
1994-03-13,England,Belgium,6,0,UEFA Euro qualification,Nottingham,England,False
1994-03-16,Portugal,United States,0,5,Algarve Cup,Silves,Portugal,False
1994-03-16,Norway,Finland,6,0,Algarve Cup,Portimão,Portugal,True
1994-03-17,Portugal,Sweden,0,3,Algarve Cup,Olhão,Portugal,False
1994-03-17,Denmark,Finland,1,0,Algarve Cup,Olhão,Portugal,True
1994-03-18,United States,Sweden,1,0,Algarve Cup,Vila Real de Santo António,Portugal,True
1994-03-18,Norway,Denmark,6,1,Algarve Cup,Vila Real de Santo António,Portugal,True
1994-03-19,Netherlands,Greece,2,0,UEFA Euro qualification,Wormerveer,Netherlands,False
1994-03-20,Spain,Slovenia,17,0,UEFA Euro qualification,Spain,Spain,False
1994-03-20,Portugal,Finland,2,0,Algarve Cup,Quarteira,Portugal,False
1994-03-20,Sweden,Denmark,1,0,Algarve Cup,Loulé,Portugal,True
1994-03-20,Norway,United States,1,0,Algarve Cup,Faro,Portugal,True
1994-03-26,France,Portugal,3,0,UEFA Euro qualification,Angoulême,France,False
1994-03-31,Germany,Wales,12,0,UEFA Euro qualification,Bielefeld,Germany,False
1994-04-02,Switzerland,Wales,4,2,UEFA Euro qualification,Switzerland,Switzerland,False
1994-04-03,Scotland,Italy,0,4,UEFA Euro qualification,Stirling,Scotland,False
1994-04-05,Croatia,Wales,3,0,UEFA Euro qualification,Zagreb,Croatia,False
1994-04-16,Greece,Netherlands,0,4,UEFA Euro qualification,Xanthi,Greece,False
1994-04-17,England,Slovenia,10,0,UEFA Euro qualification,England,England,False
1994-04-19,Hungary,Norway,0,4,UEFA Euro qualification,Budapest,Hungary,False
1994-04-23,Czech Republic,Finland,0,0,UEFA Euro qualification,Roudnice nad Labem,Czech Republic,False
1994-04-24,Scotland,Portugal,1,2,UEFA Euro qualification,Stirling,Scotland,False
1994-04-24,Spain,Belgium,4,0,UEFA Euro qualification,Tortosa,Spain,False
1994-05-04,Croatia,Switzerland,1,1,UEFA Euro qualification,Zagreb,Croatia,False
1994-05-05,Wales,Germany,0,12,UEFA Euro qualification,Swansea,Wales,False
1994-05-14,Czech Republic,Hungary,0,0,UEFA Euro qualification,Staré Město,Czech Republic,False
1994-05-14,France,Italy,1,1,UEFA Euro qualification,Schiltigheim,France,False
1994-05-14,Slovenia,Belgium,0,8,UEFA Euro qualification,Ljubljana,Slovenia,False
1994-05-15,Russia,Poland,0,0,UEFA Euro qualification,Selyatino,Russia,False
1994-05-21,Finland,Norway,2,2,UEFA Euro qualification,Vantaa,Finland,False
1994-05-22,Latvia,Sweden,0,5,UEFA Euro qualification,Ozolnieki,Latvia,False
